id,seq
114,"FileAST FuncDef Decl FuncDecl main int Compound Decl PtrDecl arr int null Decl arrLen int FuncCall scanf ExprList ""%d"" & arrlen = arr FuncCall malloc ExprList * arrlen sizeof Typename TypeDecl int If == arr null Compound FuncCall fprintf ExprList stderr ""Not enough heap-mem for %d ints\n"" arrlen FuncCall exit ExprList exit_failure End FuncCall free ExprList arr Return 0 End"
34,"FileAST FuncDef Decl FuncDecl SetStdOutToNewConsole void Compound Decl hConHandle int Decl lStdHandle long * file fp FuncCall allocconsole = lstdhandle Cast Typename TypeDecl long FuncCall getstdhandle ExprList std_output_handle = hconhandle FuncCall _open_osfhandle ExprList lstdhandle _o_text = fp FuncCall _fdopen ExprList hconhandle ""w"" = * stdout * fp FuncCall setvbuf ExprList stdout null _ionbf 0 End"
184,"FileAST FuncDef Decl FuncDecl main int Compound Decl c int 0 Decl mini int Decl maxi int Decl i int Decl com1 int Decl com2 int Decl PtrDecl t int FuncCall scanf ExprList ""%d"" & c = t FuncCall malloc ExprList * c sizeof Typename TypeDecl int For = i 0 < i c ++ i FuncCall scanf ExprList ""%d"" & ArrayRef t i FuncCall printf ExprList ""\n"" For = i 0 < i c ++ i Compound If > ArrayRef t i 10 Compound = maxi 10 = mini - ArrayRef t i 10 End Compound = maxi ArrayRef t i = mini 0 End = com1 + % FuncCall rand + - maxi mini 1 mini = com2 - ArrayRef t i com1 FuncCall printf ExprList ""%d %d\n"" com1 com2 End FuncCall free ExprList t Return 0 End"
109,"FileAST FuncDef Decl FuncDecl main int Compound Decl ArrayDecl a int 10 Decl i int Decl j int Decl flag int 0 FuncCall printf ExprList ""Please Enter 10 Numbers"" For = i 0 < i 10 ++ i FuncCall scanf ExprList ""%d"" & ArrayRef a i For = i 0 < i 10 ++ i Compound For = j + i 1 < j 10 ++ j Compound If == ArrayRef a i ArrayRef a j Compound ++ flag FuncCall printf ExprList ""Array Element %d && %d are equal"" i j End End End FuncCall printf ExprList ""\nThe Equal Numbers In The Array Are = %d"" flag Return 0 End"
213,"FileAST FuncDef Decl FuncDecl ParamList Typename TypeDecl void main int Compound Decl ArrayDecl PtrDecl pins char InitList ""d1"" ""d2"" ""d3"" ""d4"" ""d5"" ""o1"" ""o2"" ""o3"" ""o4"" Decl ArrayDecl pinsNumbers int InitList 1 2 19 4 14 6 12 15 17 Decl PtrDecl key char ""d3"" Decl PtrDecl PtrDecl p char FuncCall bsearch ExprList & key pins / sizeof pins sizeof * pins sizeof Typename PtrDecl TypeDecl char cmp If p FuncCall printf ExprList ""%d\n"" ArrayRef pinsnumbers - p pins Return 0 End"
113,"FileAST FuncDef Decl FuncDecl ParamList Typename TypeDecl void main int Compound Decl i long Decl ArrayDecl text char ""a;lskdddddddd;js;'"" = buf FuncCall malloc ExprList 1000000 FuncCall strcat ExprList buf ""a;lskdddddddd;js;dlkag;lkjsda;gkl;sdfja;klagj;aglkjaf;d"" = i 1 While < FuncCall strlen ExprList buf * i 1000000 Compound FuncCall strcat ExprList buf text If > FuncCall strlen ExprList buf - * i 10000 10 Compound ++ i = buf FuncCall realloc ExprList buf * 10000000 i End End Return 0 End"
175,"FileAST FuncDef Decl FuncDecl main int Compound Decl m float Decl n float Decl p float Decl max float If != FuncCall scanf ExprList ""%f%f%f"" & m & n & p 3 Compound FuncCall puts ExprList ""Bad input"" Return 1 End = max m If > n max Compound = max n End If > p max Compound = max p End FuncCall printf ExprList ""%f"" max Return 0 End"
177,"FileAST FuncDef Decl FuncDecl ParamList Decl argc int Decl ArrayDecl PtrDecl argv char main int Compound * file f Decl i int FuncCall memset ExprList chunk 0 chunk = f FuncCall fopen ExprList ""/tmp/myfile"" ""w"" If == f null Return 1 For = i 0 < i numchunks ++ i Compound FuncCall fwrite ExprList chunk chunk 1 f End FuncCall fclose ExprList f Return 0 End"
192,"FileAST FuncDef Decl FuncDecl ParamList Typename TypeDecl void main int Compound Decl ArrayDecl firstDigit char 3 Decl ArrayDecl secondDigit char 3 FuncCall printf ExprList ""Enter your first digit: "" FuncCall fgets ExprList firstdigit sizeof firstdigit stdin If == FuncCall strchr ExprList firstdigit '\n' null Compound Decl c int While && != = c FuncCall getchar '\n' != c eof Compound Continue End End FuncCall putchar ExprList '\n' FuncCall printf ExprList ""Enter your second digit: "" FuncCall fgets ExprList seconddigit sizeof seconddigit stdin If == FuncCall strchr ExprList seconddigit '\n' null Compound Decl c int While && != = c FuncCall getchar '\n' != c eof Compound Continue End End FuncCall puts ExprList ""\n"" FuncCall printf ExprList ""Your first digit is %c && your second digit is %c.\n"" ArrayRef firstdigit 0 ArrayRef seconddigit 0 Return 0 End"
12,"FileAST FuncDef Decl FuncDecl main int Compound Decl i int 1 Decl fibonacci int 1 Decl fParcialone int 1 Decl fParcialtwo int 0 While <= fibonacci 100 Compound FuncCall printf ExprList ""The %2dst Fibonacci number is %3d\n"" i fibonacci = fibonacci + fparcialone fparcialtwo = fparcialtwo fparcialone = fparcialone fibonacci ++ i End Return 0 End"
120,"FileAST FuncDef Decl FuncDecl main void Compound Decl ArrayDecl PtrDecl examples char InitList """" ""5"" ""D"" ""5D"" ""5Df"" ""deadbeef10203040b00b1e50"" ""02invalid55"" Decl ArrayDecl byte_array unsigned 128 Decl i int 0 For < i / sizeof examples sizeof Typename PtrDecl TypeDecl char ++ i Compound Decl size int FuncCall convert ExprList ArrayRef examples i byte_array 128 If < size 0 Compound FuncCall printf ExprList ""Failed to convert '%s'\n"" ArrayRef examples i End If == size 0 Compound FuncCall printf ExprList ""Nothing to convert for '%s'\n"" ArrayRef examples i End Compound FuncCall print ExprList byte_array size End End End"
144,FileAST FuncDef Decl FuncDecl ParamList Decl PtrDecl s1 char Decl PtrDecl s2 char isRotated int Compound Decl ArrayDecl s char 200 FuncCall strcpy ExprList s s1 FuncCall strcat ExprList s s1 If FuncCall strstr ExprList s s2 Return 1 Return 0 End
59,FileAST FuncDef Decl FuncDecl ParamList Decl x int Decl y int add int Compound Decl a int Decl b int DoWhile a Compound = a & x y = b ^ x y = x << a 1 = y b End Return b End
182,FileAST FuncDef Decl FuncDecl ParamList Decl PtrDecl destination char Decl PtrDecl source char PtrDecl my_strcopy char Compound Decl PtrDecl p char = p destination While != * source '\0' Compound If == * source ' ' Compound = * ++ p '\\' = * p ' ' End Compound = * p * source End ++ p ++ source End = * p '\0' Return destination End
219,"FileAST FuncDef Decl FuncDecl main int Compound Decl i int 0 Decl c char Decl sign char 43 FuncCall printf ExprList ""voer een getal in:\n"" = c FuncCall getchar If == c 45 = sign 45 For || < c 48 > c 57 = c FuncCall getchar EmptyStatement For && > c 47 < c 58 = c FuncCall getchar Compound = i - + + << i 1 << i 3 c 48 End FuncCall printf ExprList ""het ingevoerde getal is: %c%d\n"" sign i Return 0 End"
2,"FileAST FuncDef Decl FuncDecl ParamList Typename TypeDecl void main int Compound Decl ArrayDecl tree int 3 InitList 0 Decl max int 0 Decl cut int 0 ExprList FuncCall printf ExprList ""Max Height: "" FuncCall scanf ExprList ""%d"" & max For DeclList Decl i int 0 < i 3 ++ i Compound ExprList FuncCall printf ExprList ""Tree%d: "" + i 1 FuncCall scanf ExprList ""%d"" & ArrayRef tree i End For DeclList Decl i int 0 < i 3 ++ i Compound += cut % % ArrayRef tree i max ArrayRef tree i End FuncCall printf ExprList ""Amount to remove: %d\n"" cut FuncCall getchar Return 0 End"
62,FileAST FuncDef Decl FuncDecl ParamList Decl x int Decl y int add int Compound Decl carry int 0 Decl result int 0 Decl i int For = i 0 < i 32 ++ i Compound Decl a int & >> x i 1 Decl b int & >> y i 1 |= result << ^ ^ a b carry i = carry | | & a b & b carry & carry a End Return result End
102,"FileAST FuncDef Decl FuncDecl main int Compound Decl c int Decl PtrDecl buf char FuncCall calloc ExprList 1 sizeof Typename TypeDecl char Decl len int While != = c FuncCall getchar eof Compound = len FuncCall strlen ExprList buf = buf FuncCall realloc ExprList buf + len 1 = ArrayRef buf len Cast Typename TypeDecl char c = ArrayRef buf + len 1 '\0' End FuncCall printf ExprList ""%s"" buf End"
127,FileAST FuncDef Decl FuncDecl ParamList Decl PtrDecl root treenode minDepth int Compound If == root null Compound Return 0 End If && == StructRef root left null == StructRef root right null Compound Return 1 End Decl minDepth_left int FuncCall mindepth ExprList StructRef root left Decl minDepth_right int FuncCall mindepth ExprList StructRef root right If ! StructRef root left Compound Return + mindepth_right 1 End If ! StructRef root right Compound Return + mindepth_left 1 End If > mindepth_right mindepth_left Compound Return + mindepth_left 1 End Compound Return + mindepth_right 1 End End
94,"FileAST FuncDef Decl FuncDecl ParamList Decl argc int Decl PtrDecl PtrDecl argv char main int Compound * file input If > argc 1 Compound If ! FuncCall strcmp ExprList ArrayRef argv 1 ""-"" Compound = input stdin End Compound = input FuncCall fopen ExprList ArrayRef argv 1 ""r"" If == null input Compound FuncCall fprintf ExprList stderr ""Unable to open '%s': %s\n"" ArrayRef argv 1 FuncCall strerror ExprList errno FuncCall exit ExprList exit_failure End End End Compound = input stdin End FuncCall printf ExprList ""Size of file: %ld\n"" FuncCall getsizeofinput ExprList input Return exit_success End"
138,"FileAST FuncDef Decl FuncDecl ParamList Typename TypeDecl void main int Compound Decl i int Decl l int Decl m int Decl upper int 1 Decl c char Decl ArrayDecl buff char ""this is a simple string"" = l FuncCall strlen ExprList buff FuncCall printf ExprList ""Original string:\n\t'%s'\n\n"" buff For = i 0 < i l ++ i Compound If upper = ArrayRef buff i FuncCall toupper ExprList ArrayRef buff i = upper FuncCall isspace ExprList ArrayRef buff i End FuncCall printf ExprList ""Capitalized:\n\t'%s'\n\n"" buff For = i 0 < i / l 2 ++ i Compound = c ArrayRef buff i = ArrayRef buff i ArrayRef buff - l + i 1 = ArrayRef buff - l + i 1 c End FuncCall printf ExprList ""Reversed:\n\t'%s'\n\n"" buff Return 0 End"
50,"FileAST FuncDef Decl FuncDecl ParamList Typename TypeDecl void main int Compound Decl n int 0 Decl c int While && && != = c FuncCall getchar eof FuncCall isdigit ExprList c >= / - int_max - c '0' 10 n Compound *= n 10 += n - c '0' End If == c eof FuncCall printf ExprList ""End of file || an error was encountered"" If == c '\n' FuncCall printf ExprList ""Newline encountered"" If ! FuncCall isdigit ExprList c FuncCall printf ExprList ""Non-digit character %c encountered"" c If < / - int_max - c '0' 10 n FuncCall printf ExprList ""Overflow would be caused by appending %c"" c FuncCall printf ExprList ""unexpected logic error"" FuncCall printf ExprList "" after %d\n"" n Return 0 End"
222,"FileAST FuncDef Decl FuncDecl main int Compound Decl i int Decl n int Decl ArrayDecl a int size FuncCall printf ExprList ""enter number of elements(disks) 0-%d\n"" - size 1 While || != FuncCall scanf ExprList ""%d"" & n 1 >= n size Compound FuncCall scanf ExprList ""%*[^0-9\n]"" FuncCall printf ExprList ""problem with input, try again\n"" End FuncCall printf ExprList ""number was %d\n"" n FuncCall printf ExprList ""enter the elements in ascending  order\n"" For = i 0 < i n ++ i Compound While != FuncCall scanf ExprList ""%d"" & ArrayRef a i 1 Compound FuncCall scanf ExprList ""%*[^-0-9\n]"" FuncCall printf ExprList ""problem with input, try again\n"" End FuncCall printf ExprList ""number for a[%d] was %d\n"" i ArrayRef a i End Return 0 End"
67,"FileAST FuncDef Decl FuncDecl ParamList Decl argc int Decl PtrDecl PtrDecl argv char main int Compound FuncCall gen_primes FuncCall gen_table Decl cases int 0 FuncCall scanf ExprList ""%d"" & cases For DeclList Decl i int 0 < i cases ++ i Compound Decl a long Decl b long FuncCall scanf ExprList ""%lld %lld"" & a & b FuncCall printf ExprList ""%lld\n"" - FuncCall count_lucky ExprList b FuncCall count_lucky ExprList - a 1 End Return 0 End"
208,"FileAST FuncDef Decl FuncDecl ParamList Decl argc int Decl ArrayDecl PtrDecl argv char main int Compound Decl ArrayDecl a int InitList 31 44 44 67 67 99 99 100 101 Decl k int FuncCall remove_dups ExprList a 9 FuncCall assert ExprList == k 3 For DeclList Decl i int 0 < i k ++ i FuncCall printf ExprList ""%d "" ArrayRef a i FuncCall printf ExprList ""\n\n"" Decl ArrayDecl b int InitList - 5 - 3 - 2 - 2 - 2 - 2 1 3 5 5 18 18 = k FuncCall remove_dups ExprList b 12 FuncCall assert ExprList == k 4 For DeclList Decl i int 0 < i k ++ i FuncCall printf ExprList ""%d "" ArrayRef b i FuncCall printf ExprList ""\n\n"" Decl ArrayDecl c int InitList 1 2 3 4 5 6 7 8 9 = k FuncCall remove_dups ExprList c 9 FuncCall assert ExprList == k 9 For DeclList Decl i int 0 < i k ++ i FuncCall printf ExprList ""%d "" ArrayRef c i Return 0 End"
132,"FileAST FuncDef Decl FuncDecl main int Compound FuncCall srand ExprList FuncCall time ExprList null Decl ArrayDecl intarr int InitList 1 - 5 7 3 20 2 FuncCall print_type ExprList FuncCall nelems ExprList intarr FuncCall printf ExprList ""%d,"" ArrayRef intarr i FuncCall shuffle ExprList intarr FuncCall nelems ExprList intarr sizeof ArrayRef intarr 0 FuncCall print_type ExprList FuncCall nelems ExprList intarr FuncCall printf ExprList ""%d,"" ArrayRef intarr i Decl ArrayDecl cmparr cmplex InitList InitList 1 3.14 InitList 5 7.12 InitList 9 8.94 InitList 20 1.84 FuncCall print_type ExprList FuncCall nelems ExprList intarr FuncCall printf ExprList ""{%d %f},"" StructRef ArrayRef cmparr i foo StructRef ArrayRef cmparr i bar FuncCall shuffle ExprList cmparr FuncCall nelems ExprList cmparr sizeof ArrayRef cmparr 0 FuncCall print_type ExprList FuncCall nelems ExprList intarr FuncCall printf ExprList ""{%d %f},"" StructRef ArrayRef cmparr i foo StructRef ArrayRef cmparr i bar Return 0 End"
165,FileAST FuncDef Decl FuncDecl ParamList Decl PtrDecl PtrDecl head_ref node Decl key int deleteNode void Compound Decl PtrDecl temp node * head_ref Decl PtrDecl prev node If && != temp null == StructRef temp data key Compound = * head_ref StructRef temp next FuncCall free ExprList temp Return End While && != temp null != StructRef temp data key Compound = prev temp = temp StructRef temp next End If == temp null Return = StructRef prev next StructRef temp next FuncCall free ExprList temp End
220,"FileAST FuncDef Decl FuncDecl ParamList Typename TypeDecl void main int Compound Decl i int 0 Decl ch int FuncCall printf ExprList ""voer een getal in: "" While != = ch FuncCall getchar '\n' Compound If || > ch '9' < ch '0' Continue *= i 10 += i - ch '0' End FuncCall printf ExprList ""het ingevoerde getal is: %d\n"" i Return exit_succes End"
207,"FileAST FuncDef Decl FuncDecl ParamList Typename TypeDecl void main int Compound Decl ArrayDecl a int 11 InitList 1 2 3 4 5 11 11 11 11 16 16 Decl a_size int / sizeof a sizeof ArrayRef a 0 FuncCall print ExprList a a_size ""Before"" ""a"" = a_size FuncCall compact ExprList a a_size FuncCall print ExprList a a_size ""After"" ""a"" Decl ArrayDecl b int 11 InitList 11 1 11 3 16 2 5 11 4 11 16 Decl b_size int / sizeof b sizeof ArrayRef b 0 FuncCall print ExprList b b_size ""Before"" ""b"" FuncCall qsort ExprList b b_size sizeof ArrayRef b 0 intcmp FuncCall print ExprList b b_size ""Sorted"" ""b"" = b_size FuncCall compact ExprList b b_size FuncCall print ExprList b b_size ""After"" ""b"" Return 0 End"
176,"FileAST FuncDef Decl FuncDecl main int Compound Decl m float Decl n float Decl p float FuncCall scanf ExprList ""%f%f%f"" & m & n & p If && >= m n >= m p Compound FuncCall printf ExprList ""%f"" m End If && >= n p >= n m Compound FuncCall printf ExprList ""%f"" n End Compound FuncCall printf ExprList ""%f"" p End Return 0 End"
209,"FileAST FuncDef Decl FuncDecl ParamList Typename TypeDecl void main int Compound Decl ArrayDecl a int 11 InitList 1 2 3 4 5 11 11 11 11 16 16 Decl a_size int / sizeof a sizeof ArrayRef a 0 FuncCall print ExprList a a_size ""Before"" ""a"" = a_size FuncCall compact ExprList a a_size FuncCall print ExprList a a_size ""After"" ""a"" Decl ArrayDecl b int 11 InitList 11 1 11 3 16 2 5 11 4 11 16 Decl b_size int / sizeof b sizeof ArrayRef b 0 FuncCall print ExprList b b_size ""Before"" ""b"" FuncCall qsort ExprList b b_size sizeof ArrayRef b 0 intcmp FuncCall print ExprList b b_size ""Sorted"" ""b"" = b_size FuncCall compact ExprList b b_size FuncCall print ExprList b b_size ""After"" ""b"" Return 0 End"
224,"FileAST FuncDef Decl FuncDecl main int Compound * file fp Decl read char = fp FuncCall fopen ExprList ""Xvalues.txt"" ""r"" Decl ArrayDecl array float 10 Decl i int DoWhile != read eof Compound = read FuncCall fscanf ExprList fp ""%f %f %f %f %f %f %f %f %f %f"" & ArrayRef array 0 & ArrayRef array 1 & ArrayRef array 2 & ArrayRef array 3 & ArrayRef array 4 & ArrayRef array 5 & ArrayRef array 6 & ArrayRef array 7 & ArrayRef array 8 & ArrayRef array 9 FuncCall fclose ExprList fp For = i 0 < i 10 ++ i Compound FuncCall printf ExprList ""%f "" ArrayRef array i End FuncCall printf ExprList ""\n"" End Return 0 End"
217,FileAST FuncDef Decl FuncDecl ParamList Decl n int Decl d int mod int Compound Decl dx int d While == >> << dx 1 1 dx <<= dx 1 While >= dx d Compound While >= n dx -= n dx >>= dx 1 End Return n End
227,FileAST FuncDef Decl FuncDecl ParamList Decl n int fib int Compound Decl a int 0 Decl b int 1 While > -- n 1 Compound Decl t int a = a b += b t End Return b End
226,"FileAST FuncDef Decl FuncDecl main int Compound Decl n int 0 While 1 Compound ++ n If == n 998 Continue If > n 1000 Break FuncCall printf ExprList ""%d\n"" n End Return 0 End"
211,"FileAST FuncDef Decl FuncDecl ParamList Decl argc int Decl ArrayDecl PtrDecl argv char main int Compound Decl ArrayDecl a int InitList 31 44 44 67 67 99 99 100 101 Decl k int FuncCall remove_dups ExprList a 9 FuncCall assert ExprList == k 3 For DeclList Decl i int 0 < i k ++ i FuncCall printf ExprList ""%d "" ArrayRef a i FuncCall printf ExprList ""\n\n"" Decl ArrayDecl b int InitList - 5 - 3 - 2 - 2 - 2 - 2 1 3 5 5 18 18 = k FuncCall remove_dups ExprList b 12 FuncCall assert ExprList == k 4 For DeclList Decl i int 0 < i k ++ i FuncCall printf ExprList ""%d "" ArrayRef b i FuncCall printf ExprList ""\n\n"" Decl ArrayDecl c int InitList 1 2 3 4 5 6 7 8 9 = k FuncCall remove_dups ExprList c 9 FuncCall assert ExprList == k 9 For DeclList Decl i int 0 < i k ++ i FuncCall printf ExprList ""%d "" ArrayRef c i Return 0 End"
225,"FileAST FuncDef Decl FuncDecl main int Compound For DeclList Decl i int 1 <= i 1000 ++ i Compound If == i 998 Compound Continue End FuncCall printf ExprList ""%d\n"" i End Return 0 End"
228,FileAST FuncDef Decl FuncDecl ParamList Decl n int fib int Compound If < n 2 Return n If == n 2 Return 1 Decl k int / n 2 Decl a int FuncCall fib ExprList + k 1 Decl b int FuncCall fib ExprList k If == % n 2 1 Return + * a a * b b Return * b - * 2 a b End
